DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,MES,ANO,FEX_C,P455,P456,P456S1,P457,P458,P459,P460,P461,P759,P758,P758S1A1,P758S2A1,P758S4A1,P757,P757S2A1,P757S3A1,P464,P465,P466,P467,P468,P469,AREA
7040728,1,1,1,04,2022,55.187527317,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040728,1,2,1,04,2022,55.187527317,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040729,1,1,1,04,2022,48.540187621,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040729,1,2,1,04,2022,48.540187621,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040729,1,3,1,04,2022,48.540187621,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040729,1,5,1,04,2022,48.540187621,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040730,1,1,1,04,2022,44.160468878,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040730,1,2,1,04,2022,44.160468878,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040730,1,3,1,04,2022,44.160468878,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040730,1,4,1,04,2022,44.160468878,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040731,1,1,1,04,2022,42.238158509,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040731,1,2,1,04,2022,42.238158509,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040732,1,1,1,04,2022,33.870694186,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040732,1,2,1,04,2022,33.870694186,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040733,1,1,1,04,2022,42.084156726,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040735,1,1,1,04,2022,35.17319241,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040735,1,2,1,04,2022,35.17319241,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040736,1,1,1,04,2022,30.301763528,2,2,,,,,,,,,,,,,,,,,,5,1,1,19
7040736,1,2,1,04,2022,30.301763528,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040736,1,3,1,04,2022,30.301763528,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040736,1,5,1,04,2022,30.301763528,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040738,1,1,1,04,2022,54.259622579,2,2,,,,,,,,,,,,,,,,,,3,1,3,19
7040738,1,2,1,04,2022,54.259622579,1,,,1,2,2,,1,14,3,,,,,,,4,,,,,3,19
7040739,1,1,1,04,2022,53.220079722,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040739,1,2,1,04,2022,53.220079722,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040742,1,1,1,04,2022,43.398449889,2,2,,,,,,,,,,,,,,,,,,2,2,2,19
7040742,1,2,1,04,2022,43.398449889,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040743,1,1,1,04,2022,43.241648073,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040744,1,1,1,04,2022,47.565326577,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040745,1,1,1,04,2022,44.32441677,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040745,1,2,1,04,2022,44.32441677,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040748,1,1,1,04,2022,53.220079722,2,2,,,,,,,,,,,,,,,,,,3,2,3,19
7040748,1,2,1,04,2022,53.220079722,2,2,,,,,,,,,,,,,,,,,,3,2,3,19
7040750,1,1,1,04,2022,48.955836084,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040750,1,2,1,04,2022,48.955836084,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040751,1,1,1,04,2022,50.435068102,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040752,1,1,1,04,2022,43.162926844,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040752,1,2,1,04,2022,43.162926844,2,1,1,3,1,1,1,,19,3,,,,,,,3,6,5,,,2,19
7040752,1,3,1,04,2022,43.162926844,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040753,1,1,1,04,2022,48.230775626,1,,,2,2,2,,2,9,1,900000,,,,,,4,,,,,2,19
7040753,1,2,1,04,2022,48.230775626,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040754,1,1,1,04,2022,29.935822105,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040754,1,2,1,04,2022,29.935822105,2,1,2,1,2,2,,4,9,3,,,,,,,4,4,1,,,2,19
7040754,1,3,1,04,2022,29.935822105,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040754,1,4,1,04,2022,29.935822105,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040755,1,1,1,04,2022,44.529392476,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040756,1,1,1,04,2022,39.031697581,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040756,1,2,1,04,2022,39.031697581,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040756,1,3,1,04,2022,39.031697581,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040757,1,1,1,04,2022,47.565812881,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040758,1,1,1,04,2022,47.479219528,2,2,,,,,,,,,,,,,,,,,,5,1,2,19
7040758,1,2,1,04,2022,47.479219528,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040758,1,3,1,04,2022,47.479219528,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040761,1,1,1,04,2022,52.371395037,2,1,1,1,2,1,1,,14,3,,,,,,,4,4,1,,,2,19
7040762,1,1,1,04,2022,52.563041701,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040762,1,2,1,04,2022,52.563041701,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040764,1,1,1,04,2022,41.523143202,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040765,1,1,1,04,2022,32.612986249,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040765,1,2,1,04,2022,32.612986249,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040765,1,3,1,04,2022,32.612986249,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040766,1,1,1,04,2022,59.376458081,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040766,1,2,1,04,2022,59.376458081,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040766,1,3,1,04,2022,59.376458081,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040766,2,1,1,04,2022,59.376458081,2,1,1,2,1,1,2,,18,3,,,,,,,4,4,1,,,2,19
7040766,2,2,1,04,2022,59.376458081,2,1,1,1,2,1,1,,5,3,,,,,,,4,6,1,,,2,19
7040767,1,1,1,04,2022,55.560619494,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040767,1,2,1,04,2022,55.560619494,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040767,2,1,1,04,2022,55.560619494,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040767,2,2,1,04,2022,55.560619494,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040767,3,1,1,04,2022,55.560619494,1,,,1,2,1,1,,19,3,,,,,,,1,,,,,2,19
7040768,1,1,1,04,2022,63.332270076,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040768,2,1,1,04,2022,63.332270076,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040768,2,2,1,04,2022,63.332270076,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040769,1,1,1,04,2022,54.052060092,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040770,1,1,1,04,2022,41.570708883,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040770,1,2,1,04,2022,41.570708883,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040770,1,3,1,04,2022,41.570708883,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040770,1,4,1,04,2022,41.570708883,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040771,1,1,1,04,2022,23.792122394,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040771,1,2,1,04,2022,23.792122394,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040771,1,3,1,04,2022,23.792122394,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040771,1,4,1,04,2022,23.792122394,2,2,,,,,,,,,,,,,,,,,,3,1,3,19
7040771,1,5,1,04,2022,23.792122394,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040771,1,8,1,04,2022,23.792122394,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040772,1,1,1,04,2022,54.807699575,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040772,1,2,1,04,2022,54.807699575,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040773,1,1,1,04,2022,42.135367114,2,2,,,,,,,,,,,,,,,,,,2,1,2,19
7040773,1,2,1,04,2022,42.135367114,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040774,1,1,1,04,2022,51.903929002,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040775,1,1,1,04,2022,40.068391228,2,1,1,1,1,1,1,,14,3,,,,,,,4,4,1,,,2,19
7040775,1,2,1,04,2022,40.068391228,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040775,1,3,1,04,2022,40.068391228,2,2,,,,,,,,,,,,,,,,,,8,2,2,19
7040777,1,1,1,04,2022,34.93423476,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040777,1,2,1,04,2022,34.93423476,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040778,1,1,1,04,2022,40.528708365,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040778,1,2,1,04,2022,40.528708365,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040779,1,1,1,04,2022,44.686194292,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040779,1,2,1,04,2022,44.686194292,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040780,1,1,1,04,2022,45.547852921,1,,,1,1,2,,1,5,3,,,,,,,4,,,,,3,19
7040782,1,1,1,04,2022,43.241648073,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040783,1,1,1,04,2022,24.862992571,2,1,1,1,2,2,,2,14,3,,,,,,,7,5,1,,,1,19
7040783,1,2,1,04,2022,24.862992571,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040783,1,3,1,04,2022,24.862992571,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040783,1,4,1,04,2022,24.862992571,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040784,1,1,1,04,2022,26.657368786,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040784,1,4,1,04,2022,26.657368786,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040784,1,5,1,04,2022,26.657368786,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040785,1,1,1,04,2022,60.288469532,2,1,2,1,1,1,3,,6,3,,,,,,,4,4,1,,,2,19
7040785,1,2,1,04,2022,60.288469532,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040786,1,1,1,04,2022,43.241648073,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040787,1,1,1,04,2022,28.312983858,2,2,,,,,,,,,,,,,,,,,,2,2,2,19
7040788,1,1,1,04,2022,22.032012598,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040788,1,2,1,04,2022,22.032012598,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040788,1,3,1,04,2022,22.032012598,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040788,1,4,1,04,2022,22.032012598,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040789,1,1,1,04,2022,26.536654286,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040789,1,2,1,04,2022,26.536654286,2,2,,,,,,,,,,,,,,,,,,2,2,2,19
7040790,1,1,1,04,2022,26.536654286,2,2,,,,,,,,,,,,,,,,,,6,2,3,19
7040790,1,2,1,04,2022,26.536654286,2,2,,,,,,,,,,,,,,,,,,6,2,3,19
7040791,1,1,1,04,2022,28.415651713,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040791,1,2,1,04,2022,28.415651713,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040792,1,1,1,04,2022,23.808342169,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040792,1,2,1,04,2022,23.808342169,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040792,1,3,1,04,2022,23.808342169,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040793,1,1,1,04,2022,26.485110624,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040793,1,2,1,04,2022,26.485110624,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040793,1,3,1,04,2022,26.485110624,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040793,1,4,1,04,2022,26.485110624,2,2,,,,,,,,,,,,,,,,,,3,1,2,19
7040794,1,1,1,04,2022,22.939238733,2,2,,,,,,,,,,,,,,,,,,5,2,3,19
7040794,1,2,1,04,2022,22.939238733,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040795,1,1,1,04,2022,22.857834879,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040795,1,2,1,04,2022,22.857834879,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040795,1,3,1,04,2022,22.857834879,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040797,1,1,1,04,2022,17.318752998,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040797,1,2,1,04,2022,17.318752998,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040797,1,3,1,04,2022,17.318752998,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040797,1,4,1,04,2022,17.318752998,2,2,,,,,,,,,,,,,,,,,,3,1,2,19
7040798,1,1,1,04,2022,22.580462791,2,2,,,,,,,,,,,,,,,,,,6,2,2,19
7040798,1,2,1,04,2022,22.580462791,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040799,1,1,1,04,2022,53.561654015,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040800,1,1,1,04,2022,43.637684769,2,1,2,1,1,1,1,,19,3,,,,,,,4,4,1,,,2,19
7040800,1,2,1,04,2022,43.637684769,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040800,1,3,1,04,2022,43.637684769,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040801,1,1,1,04,2022,53.368664432,2,1,1,3,2,2,,1,9,1,1100000,,,,,,4,4,1,,,2,19
7040801,1,2,1,04,2022,53.368664432,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040802,1,1,1,04,2022,28.708795015,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040802,1,2,1,04,2022,28.708795015,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040803,1,1,1,04,2022,26.536654286,2,2,,,,,,,,,,,,,,,,,,6,2,3,19
7040803,1,2,1,04,2022,26.536654286,2,2,,,,,,,,,,,,,,,,,,6,2,3,19
7040804,1,1,1,04,2022,52.135045998,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040804,1,2,1,04,2022,52.135045998,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040804,1,6,1,04,2022,52.135045998,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040805,1,1,1,04,2022,54.259622579,2,2,,,,,,,,,,,,,,,,,,7,2,3,19
7040805,1,2,1,04,2022,54.259622579,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040806,1,1,1,04,2022,48.230775626,1,,,3,2,1,3,,9,3,,,,,,,4,,,,,2,19
7040806,1,2,1,04,2022,48.230775626,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040807,1,1,1,04,2022,29.500394702,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040807,1,2,1,04,2022,29.500394702,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040810,1,1,1,04,2022,41.095240675,2,2,,,,,,,,,,,,,,,,,,1,2,2,19
7040811,1,1,1,04,2022,62.397976661,2,2,,,,,,,,,,,,,,,,,,5,2,3,19
7040811,1,2,1,04,2022,62.397976661,2,2,,,,,,,,,,,,,,,,,,3,1,3,19
7040811,1,3,1,04,2022,62.397976661,2,2,,,,,,,,,,,,,,,,,,5,2,3,19
7040811,1,4,1,04,2022,62.397976661,2,2,,,,,,,,,,,,,,,,,,7,2,3,19
7040812,1,1,1,04,2022,48.031797989,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040812,1,2,1,04,2022,48.031797989,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040813,1,1,1,04,2022,50.921254269,2,2,,,,,,,,,,,,,,,,,,7,2,3,19
7040813,1,2,1,04,2022,50.921254269,2,2,,,,,,,,,,,,,,,,,,7,2,3,19
7040815,1,1,1,04,2022,40.0118073,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040815,1,2,1,04,2022,40.0118073,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040815,1,3,1,04,2022,40.0118073,2,2,,,,,,,,,,,,,,,,,,2,2,2,19
7040815,1,4,1,04,2022,40.0118073,1,,,1,1,1,1,,11,3,,,,,,,4,,,,,2,19
7040816,1,1,1,04,2022,57.7901822,2,2,,,,,,,,,,,,,,,,,,5,2,2,19
7040817,1,1,1,04,2022,51.553091989,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040818,1,1,1,04,2022,90.647056619,2,2,,,,,,,,,,,,,,,,,,5,2,3,19
7040822,1,1,1,04,2022,67.994216783,2,1,2,1,1,2,,1,5,3,,,,,,,4,4,5,,,3,19
7040822,1,2,1,04,2022,67.994216783,2,1,2,1,2,2,,1,14,3,,,,,,,4,4,5,,,3,19
7040823,1,1,1,04,2022,50.435068102,1,,,3,2,2,,1,19,1,170000,,,,,,4,,,,,2,19
7040824,1,1,1,04,2022,38.705512525,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040824,1,2,1,04,2022,38.705512525,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040826,1,1,1,04,2022,61.758736451,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040826,1,2,1,04,2022,61.758736451,2,2,,,,,,,,,,,,,,,,,,5,1,3,19
7040827,1,1,1,04,2022,42.849323212,2,2,,,,,,,,,,,,,,,,,,3,2,2,19
7040828,1,1,1,04,2022,42.084156726,1,,,1,1,1,1,,14,3,,,,,,,4,,,,,2,19
7040829,1,1,1,04,2022,52.088361307,2,1,1,2,2,2,,2,3,1,800000,,,,,,4,4,1,,,2,19
7040829,1,2,1,04,2022,52.088361307,2,2,,,,,,,,,,,,,,,,,,7,2,2,19
7040832,1,1,1,04,2022,104.93323631,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040833,1,1,1,04,2022,94.410040817,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040833,1,2,1,04,2022,94.410040817,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040833,1,3,1,04,2022,94.410040817,2,2,,,,,,,,,,,,,,,,,,7,1,2,20
7040833,1,4,1,04,2022,94.410040817,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040835,1,1,1,04,2022,84.419682378,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040835,1,2,1,04,2022,84.419682378,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040835,1,3,1,04,2022,84.419682378,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7040835,1,4,1,04,2022,84.419682378,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040836,1,1,1,04,2022,118.83348218,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040836,1,2,1,04,2022,118.83348218,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7040836,1,3,1,04,2022,118.83348218,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040837,1,1,1,04,2022,108.64541095,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040837,1,2,1,04,2022,108.64541095,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040838,1,1,1,04,2022,92.959268471,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040839,1,1,1,04,2022,80.017164749,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040839,1,2,1,04,2022,80.017164749,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040839,1,3,1,04,2022,80.017164749,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040844,1,1,1,04,2022,93.311625967,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040844,1,2,1,04,2022,93.311625967,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040845,1,1,1,04,2022,58.545468665,2,2,,,,,,,,,,,,,,,,,,2,2,2,20
7040845,1,4,1,04,2022,58.545468665,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040846,1,1,1,04,2022,109.13060609,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040846,1,2,1,04,2022,109.13060609,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040846,1,3,1,04,2022,109.13060609,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040848,1,1,1,04,2022,76.022313585,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040849,1,1,1,04,2022,116.55943643,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040850,1,1,1,04,2022,107.36845431,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040850,1,2,1,04,2022,107.36845431,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040851,1,1,1,04,2022,88.185667118,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040851,1,2,1,04,2022,88.185667118,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040851,1,3,1,04,2022,88.185667118,2,2,,,,,,,,,,,,,,,,,,4,2,2,20
7040852,1,1,1,04,2022,57.394572845,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040852,1,2,1,04,2022,57.394572845,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040852,1,3,1,04,2022,57.394572845,2,2,,,,,,,,,,,,,,,,,,7,1,2,20
7040852,1,4,1,04,2022,57.394572845,2,2,,,,,,,,,,,,,,,,,,5,1,2,20
7040853,1,1,1,04,2022,81.104466029,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040853,1,2,1,04,2022,81.104466029,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040853,1,3,1,04,2022,81.104466029,2,2,,,,,,,,,,,,,,,,,,5,1,2,20
7040853,1,5,1,04,2022,81.104466029,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040854,1,1,1,04,2022,112.24242027,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040855,1,1,1,04,2022,65.357385359,2,2,,,,,,,,,,,,,,,,,,7,1,2,20
7040855,1,2,1,04,2022,65.357385359,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7040856,1,1,1,04,2022,76.69689442,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040856,1,2,1,04,2022,76.69689442,2,2,,,,,,,,,,,,,,,,,,7,1,2,20
7040856,1,3,1,04,2022,76.69689442,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040856,1,4,1,04,2022,76.69689442,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040857,1,1,1,04,2022,74.033898359,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7040857,1,2,1,04,2022,74.033898359,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7040858,1,1,1,04,2022,61.121541221,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040860,1,1,1,04,2022,52.871089125,2,1,1,1,1,1,1,,19,3,,,,,,,4,4,2,,,2,20
7040860,1,2,1,04,2022,52.871089125,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7040860,1,3,1,04,2022,52.871089125,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7040861,1,1,1,04,2022,98.908082766,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040861,1,2,1,04,2022,98.908082766,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7040861,1,5,1,04,2022,98.908082766,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7040862,1,1,1,04,2022,65.357385359,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7040862,1,2,1,04,2022,65.357385359,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040864,1,1,1,04,2022,108.64541095,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040864,1,2,1,04,2022,108.64541095,2,2,,,,,,,,,,,,,,,,,,5,2,3,20
7040866,1,1,1,04,2022,42.085381824,2,2,,,,,,,,,,,,,,,,,,8,2,2,20
7040866,1,2,1,04,2022,42.085381824,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040866,1,3,1,04,2022,42.085381824,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040866,1,4,1,04,2022,42.085381824,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040869,1,1,1,04,2022,48.308248153,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040869,1,2,1,04,2022,48.308248153,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040869,1,3,1,04,2022,48.308248153,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040870,1,1,1,04,2022,66.122013599,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040870,1,2,1,04,2022,66.122013599,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040870,1,3,1,04,2022,66.122013599,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040871,1,1,1,04,2022,73.844801557,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040871,1,2,1,04,2022,73.844801557,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040871,1,3,1,04,2022,73.844801557,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040872,1,1,1,04,2022,87.489120121,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040872,1,2,1,04,2022,87.489120121,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040872,1,3,1,04,2022,87.489120121,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040873,1,1,1,04,2022,33.444171798,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040873,1,2,1,04,2022,33.444171798,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040873,1,3,1,04,2022,33.444171798,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7040874,1,1,1,04,2022,96.153420537,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7040874,1,2,1,04,2022,96.153420537,2,2,,,,,,,,,,,,,,,,,,4,2,2,20
7040874,1,3,1,04,2022,96.153420537,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040876,1,1,1,04,2022,107.95182029,2,1,1,1,1,2,,3,14,1,500000,,,,,,1,6,1,,,2,20
7040876,1,2,1,04,2022,107.95182029,2,1,1,1,2,1,1,,14,3,,,,,,,5,6,1,,,2,20
7040876,1,4,1,04,2022,107.95182029,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7040877,1,1,1,04,2022,98.863809579,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040877,1,2,1,04,2022,98.863809579,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7040878,1,1,1,04,2022,100.92405057,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
