DIRECTORIO,SECUENCIA_P,ORDEN,CLASE,MES,ANO,FEX_C,P455,P456,P456S1,P457,P458,P459,P460,P461,P759,P758,P758S1A1,P758S2A1,P758S4A1,P757,P757S2A1,P757S3A1,P464,P465,P466,P467,P468,P469,AREA
7095412,1,1,1,06,2022,63.130225361,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095412,1,2,1,06,2022,63.130225361,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095412,1,3,1,06,2022,63.130225361,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095413,1,1,1,06,2022,92.532595816,2,2,,,,,,,,,,,,,,,,,,6,2,3,20
7095413,1,2,1,06,2022,92.532595816,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095413,1,3,1,06,2022,92.532595816,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095414,1,1,1,06,2022,100.30586529,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095414,1,2,1,06,2022,100.30586529,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095414,1,3,1,06,2022,100.30586529,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095415,1,1,1,06,2022,29.979755725,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095415,1,2,1,06,2022,29.979755725,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095415,1,3,1,06,2022,29.979755725,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095416,1,1,1,06,2022,48.77515543,2,2,,,,,,,,,,,,,,,,,,2,2,2,20
7095416,1,2,1,06,2022,48.77515543,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095416,1,3,1,06,2022,48.77515543,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095416,1,4,1,06,2022,48.77515543,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095417,1,1,1,06,2022,44.922835376,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095417,1,2,1,06,2022,44.922835376,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095418,1,1,1,06,2022,55.969016729,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095418,1,2,1,06,2022,55.969016729,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095420,1,1,1,06,2022,59.240824446,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095421,1,1,1,06,2022,89.030872946,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095421,1,2,1,06,2022,89.030872946,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095421,1,3,1,06,2022,89.030872946,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095422,1,1,1,06,2022,55.436008414,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095422,1,3,1,06,2022,55.436008414,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095423,1,1,1,06,2022,76.292820518,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095423,1,3,1,06,2022,76.292820518,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095424,1,1,1,06,2022,92.532595816,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095424,1,2,1,06,2022,92.532595816,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095424,1,3,1,06,2022,92.532595816,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095426,1,1,1,06,2022,80.23499778,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095426,1,2,1,06,2022,80.23499778,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095427,1,1,1,06,2022,58.175801522,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095427,1,2,1,06,2022,58.175801522,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095427,1,3,1,06,2022,58.175801522,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095427,1,4,1,06,2022,58.175801522,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095428,1,1,1,06,2022,106.3538529,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095428,1,2,1,06,2022,106.3538529,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095428,1,3,1,06,2022,106.3538529,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095429,1,1,1,06,2022,95.314276283,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095429,1,2,1,06,2022,95.314276283,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095429,1,3,1,06,2022,95.314276283,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095431,1,1,1,06,2022,116.43768837,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095432,1,1,1,06,2022,78.448956499,2,1,1,1,1,1,1,,19,3,,,,,,,1,6,1,,,2,20
7095432,1,2,1,06,2022,78.448956499,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095434,1,1,1,06,2022,122.55426523,2,2,,,,,,,,,,,,,,,,,,6,2,3,20
7095434,1,2,1,06,2022,122.55426523,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095436,1,1,1,06,2022,101.72631532,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095436,1,2,1,06,2022,101.72631532,2,2,,,,,,,,,,,,,,,,,,8,2,2,20
7095436,1,3,1,06,2022,101.72631532,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095436,1,4,1,06,2022,101.72631532,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095437,1,1,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095437,1,2,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,6,2,3,20
7095437,1,3,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095437,1,4,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095437,1,5,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095437,1,6,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095437,1,7,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095437,1,8,1,06,2022,60.342922722,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095438,1,1,1,06,2022,132.7234564,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095438,1,2,1,06,2022,132.7234564,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095439,1,1,1,06,2022,77.662318716,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095439,1,2,1,06,2022,77.662318716,2,2,,,,,,,,,,,,,,,,,,4,2,2,20
7095440,1,1,1,06,2022,82.942073659,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095442,1,1,1,06,2022,100.90877825,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095442,1,2,1,06,2022,100.90877825,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095443,1,1,1,06,2022,108.43514585,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095443,1,2,1,06,2022,108.43514585,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095444,1,1,1,06,2022,74.801031123,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095444,1,2,1,06,2022,74.801031123,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095444,1,3,1,06,2022,74.801031123,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095445,1,1,1,06,2022,88.714429234,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095446,1,1,1,06,2022,42.301700436,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095446,1,2,1,06,2022,42.301700436,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095446,1,4,1,06,2022,42.301700436,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095447,1,1,1,06,2022,80.368356152,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095447,1,2,1,06,2022,80.368356152,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095447,1,3,1,06,2022,80.368356152,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095448,1,1,1,06,2022,104.70437239,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095448,1,2,1,06,2022,104.70437239,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095448,1,3,1,06,2022,104.70437239,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095449,1,1,1,06,2022,71.349745449,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095449,1,2,1,06,2022,71.349745449,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095449,1,5,1,06,2022,71.349745449,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095450,1,1,1,06,2022,91.607205836,2,2,,,,,,,,,,,,,,,,,,2,2,2,20
7095450,1,2,1,06,2022,91.607205836,2,2,,,,,,,,,,,,,,,,,,2,2,2,20
7095451,1,1,1,06,2022,47.993672233,2,2,,,,,,,,,,,,,,,,,,4,1,2,20
7095451,1,5,1,06,2022,47.993672233,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095453,1,1,1,06,2022,91.607205836,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095453,1,2,1,06,2022,91.607205836,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095454,1,1,1,06,2022,115.4891176,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095455,1,1,1,06,2022,101.78578426,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095455,1,2,1,06,2022,101.78578426,2,1,1,3,1,1,1,,11,3,,,,,,,4,4,1,,,2,20
7095456,1,1,1,06,2022,84.829143492,2,2,,,,,,,,,,,,,,,,,,8,2,2,20
7095456,1,2,1,06,2022,84.829143492,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095456,1,3,1,06,2022,84.829143492,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095457,1,1,1,06,2022,89.829941491,2,2,,,,,,,,,,,,,,,,,,3,2,1,20
7095457,1,2,1,06,2022,89.829941491,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095458,1,1,1,06,2022,88.714429234,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095459,1,1,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095459,1,2,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095459,1,3,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095459,1,4,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095460,1,1,1,06,2022,80.079481559,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095460,1,2,1,06,2022,80.079481559,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095461,1,1,1,06,2022,61.893295567,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095461,1,2,1,06,2022,61.893295567,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095461,1,3,1,06,2022,61.893295567,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095461,1,4,1,06,2022,61.893295567,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095461,1,5,1,06,2022,61.893295567,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095462,1,1,1,06,2022,94.802468855,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095462,1,2,1,06,2022,94.802468855,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095463,1,1,1,06,2022,89.249684526,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095463,1,2,1,06,2022,89.249684526,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095465,1,1,1,06,2022,83.286786236,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095465,1,2,1,06,2022,83.286786236,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095465,1,3,1,06,2022,83.286786236,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095465,1,5,1,06,2022,83.286786236,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095466,1,1,1,06,2022,48.10019429,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095466,1,2,1,06,2022,48.10019429,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095466,1,3,1,06,2022,48.10019429,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095466,1,4,1,06,2022,48.10019429,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095466,1,8,1,06,2022,48.10019429,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095466,1,9,1,06,2022,48.10019429,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095467,1,1,1,06,2022,101.78578426,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095467,1,2,1,06,2022,101.78578426,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095468,1,1,1,06,2022,55.957320519,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095468,1,2,1,06,2022,55.957320519,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095469,1,1,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,5,2,3,20
7095469,1,2,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095469,1,3,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095469,1,5,1,06,2022,41.00782676,2,2,,,,,,,,,,,,,,,,,,5,2,3,20
7095470,1,1,1,06,2022,55.080314506,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095470,1,2,1,06,2022,55.080314506,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095471,1,1,1,06,2022,94.521747739,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095471,1,2,1,06,2022,94.521747739,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095471,1,3,1,06,2022,94.521747739,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095471,1,4,1,06,2022,94.521747739,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095473,1,1,1,06,2022,79.05590737,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095473,1,2,1,06,2022,79.05590737,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095473,1,3,1,06,2022,79.05590737,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095475,1,1,1,06,2022,51.482751743,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095475,1,2,1,06,2022,51.482751743,2,2,,,,,,,,,,,,,,,,,,3,1,2,20
7095475,1,3,1,06,2022,51.482751743,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095475,1,5,1,06,2022,51.482751743,2,2,,,,,,,,,,,,,,,,,,6,2,2,20
7095476,1,1,1,06,2022,73.283357689,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095476,1,2,1,06,2022,73.283357689,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095476,1,3,1,06,2022,73.283357689,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095476,1,4,1,06,2022,73.283357689,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095477,1,1,1,06,2022,100.8357561,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095477,1,2,1,06,2022,100.8357561,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095478,1,1,1,06,2022,76.314297027,2,2,,,,,,,,,,,,,,,,,,1,2,2,20
7095479,1,1,1,06,2022,56.857162065,1,,,2,1,2,,4,5,3,,,,,,,4,,,,,2,20
7095479,1,2,1,06,2022,56.857162065,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095480,1,1,1,06,2022,71.431233065,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095480,1,2,1,06,2022,71.431233065,2,2,,,,,,,,,,,,,,,,,,3,2,2,20
7095480,1,3,1,06,2022,71.431233065,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095480,1,4,1,06,2022,71.431233065,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095481,1,1,1,06,2022,57.679355202,2,2,,,,,,,,,,,,,,,,,,5,2,2,20
7095481,1,2,1,06,2022,57.679355202,2,2,,,,,,,,,,,,,,,,,,7,2,2,20
7095483,1,1,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095483,1,2,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095483,2,1,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095483,2,2,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095483,3,1,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095483,3,2,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095483,4,1,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095483,4,2,1,06,2022,248.97573752,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095485,1,1,1,06,2022,238.13360681,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095487,1,1,1,06,2022,76.271371998,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095488,1,1,1,06,2022,142.14851813,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095488,1,2,1,06,2022,142.14851813,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095488,1,3,1,06,2022,142.14851813,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095489,1,1,1,06,2022,55.327941671,1,,,2,1,1,1,,14,3,,,,,,,4,,,,,2,23
7095489,1,2,1,06,2022,55.327941671,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095489,1,3,1,06,2022,55.327941671,1,,,4,1,2,,1,15,1,240000,,,,,,1,,,,,2,23
7095489,1,5,1,06,2022,55.327941671,1,,,4,1,2,,1,15,1,240000,,,,,,1,,,,,2,23
7095489,1,6,1,06,2022,55.327941671,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095490,1,1,1,06,2022,161.69763646,2,2,,,,,,,,,,,,,,,,,,2,2,2,23
7095491,1,1,1,06,2022,103.4031411,1,,,2,1,1,3,,19,3,,,,,,,2,,,,,2,23
7095493,1,1,1,06,2022,59.833719967,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095493,1,2,1,06,2022,59.833719967,2,2,,,,,,,,,,,,,,,,,,3,1,2,23
7095493,1,3,1,06,2022,59.833719967,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095494,1,1,1,06,2022,153.79083705,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095494,1,2,1,06,2022,153.79083705,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095494,1,3,1,06,2022,153.79083705,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095495,1,1,1,06,2022,142.67615581,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095495,1,2,1,06,2022,142.67615581,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095495,1,3,1,06,2022,142.67615581,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095496,1,1,1,06,2022,113.15643417,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095496,1,2,1,06,2022,113.15643417,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095496,1,3,1,06,2022,113.15643417,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095497,1,1,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095497,1,2,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095497,1,3,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095497,1,4,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095497,1,5,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095498,1,1,1,06,2022,174.35469224,2,2,,,,,,,,,,,,,,,,,,2,2,2,23
7095498,1,2,1,06,2022,174.35469224,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095498,1,3,1,06,2022,174.35469224,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095498,2,1,1,06,2022,174.35469224,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095498,2,2,1,06,2022,174.35469224,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095499,1,1,1,06,2022,67.374719834,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095499,1,2,1,06,2022,67.374719834,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095500,1,1,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095500,1,2,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095500,1,3,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095500,1,4,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095500,1,5,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095501,1,1,1,06,2022,59.651953967,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095501,1,2,1,06,2022,59.651953967,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095502,1,1,1,06,2022,104.67728746,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095502,1,2,1,06,2022,104.67728746,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095503,1,1,1,06,2022,144.45695428,2,2,,,,,,,,,,,,,,,,,,5,2,3,23
7095503,1,2,1,06,2022,144.45695428,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095504,1,1,1,06,2022,45.517043828,2,2,,,,,,,,,,,,,,,,,,3,1,2,23
7095504,1,2,1,06,2022,45.517043828,2,2,,,,,,,,,,,,,,,,,,3,1,2,23
7095504,1,5,1,06,2022,45.517043828,2,2,,,,,,,,,,,,,,,,,,3,1,2,23
7095505,1,1,1,06,2022,62.644662027,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095505,1,2,1,06,2022,62.644662027,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095505,1,3,1,06,2022,62.644662027,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095506,1,1,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095506,1,2,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095506,1,3,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095506,1,4,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095506,1,5,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095506,1,7,1,06,2022,37.723596594,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095507,1,1,1,06,2022,46.222716433,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095507,1,2,1,06,2022,46.222716433,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095507,1,4,1,06,2022,46.222716433,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095509,1,1,1,06,2022,80.23624133,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095509,1,2,1,06,2022,80.23624133,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095510,1,1,1,06,2022,69.571887901,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095510,1,2,1,06,2022,69.571887901,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095510,1,5,1,06,2022,69.571887901,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095511,1,1,1,06,2022,134.00444448,2,2,,,,,,,,,,,,,,,,,,4,2,2,23
7095511,1,2,1,06,2022,134.00444448,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095511,1,3,1,06,2022,134.00444448,1,,,4,1,2,,1,15,3,,,,,,,1,,,,,2,23
7095512,1,1,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095512,1,2,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095512,1,4,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095512,1,5,1,06,2022,62.24393438,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095513,1,1,1,06,2022,42.174088701,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095513,1,2,1,06,2022,42.174088701,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095513,1,3,1,06,2022,42.174088701,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095514,1,1,1,06,2022,92.695826284,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095514,1,2,1,06,2022,92.695826284,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095514,1,3,1,06,2022,92.695826284,1,,,4,1,2,,1,14,1,1000000,,,,,,5,,,,,2,23
7095514,1,4,1,06,2022,92.695826284,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095515,1,1,1,06,2022,24.825419182,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095515,1,2,1,06,2022,24.825419182,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095515,1,3,1,06,2022,24.825419182,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095515,1,4,1,06,2022,24.825419182,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095515,2,1,1,06,2022,24.825419182,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095515,2,5,1,06,2022,24.825419182,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095516,1,1,1,06,2022,57.77903919,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095517,1,1,1,06,2022,169.88189749,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095517,1,2,1,06,2022,169.88189749,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095518,1,1,1,06,2022,125.19290858,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095519,1,1,1,06,2022,68.150968998,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095519,1,2,1,06,2022,68.150968998,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095519,1,3,1,06,2022,68.150968998,2,2,,,,,,,,,,,,,,,,,,3,2,2,23
7095520,1,1,1,06,2022,182.47319955,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095520,1,2,1,06,2022,182.47319955,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095522,1,1,1,06,2022,173.31308084,2,2,,,,,,,,,,,,,,,,,,1,2,2,23
7095522,1,2,1,06,2022,173.31308084,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095523,1,1,1,06,2022,55.327941671,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095523,1,2,1,06,2022,55.327941671,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095523,1,3,1,06,2022,55.327941671,1,,,1,1,1,1,,19,3,,,,,,,5,,,,,2,23
7095523,1,6,1,06,2022,55.327941671,2,2,,,,,,,,,,,,,,,,,,6,2,2,23
7095524,1,1,1,06,2022,112.55600906,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095524,1,2,1,06,2022,112.55600906,2,2,,,,,,,,,,,,,,,,,,7,2,2,23
7095525,1,1,1,06,2022,86.397780517,2,2,,,,,,,,,,,,,,,,,,2,2,2,23
7095525,1,2,1,06,2022,86.397780517,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
7095525,1,5,1,06,2022,86.397780517,2,2,,,,,,,,,,,,,,,,,,5,2,2,23
